n,MAE,RMSE,R2_sklearn,Pearson_r,Pearson_r2,OLS_intercept,OLS_slope
27,8.59582063497694,10.740191461238487,0.8359302892943697,0.9239016795513413,0.8535943134777894,2.3086895933774088,0.9400523150553394
