n,MAE,MAE_percent_points,RMSE,RMSE_percent_points,R2_sklearn,Pearson_r,Pearson_r2,OLS_intercept,OLS_slope
27,0.003877282876174295,0.3877282876174295,0.0049422705131876125,0.49422705131876127,0.8581620630305198,0.9364649362304915,0.8769665767891786,-0.00019865714437465598,1.0051374201477596
