time,mixed,reconstructed,ground_truth
0.0010000000474974513,0.0021299999207258224,0.032677121460437775,-0.09301000088453293
0.007000000216066837,0.009039999917149544,0.03922785446047783,-0.09442999958992004
0.013000000268220901,0.013389999978244305,0.051761217415332794,-0.09630999714136124
0.01899999938905239,0.006539999973028898,0.05589699000120163,-0.09860000014305115
0.02500000037252903,-0.005960000213235617,0.048948563635349274,-0.10118000209331512
0.03099999949336052,-0.010619999840855598,0.041710760444402695,-0.1039699986577034
0.03700000047683716,-0.004579999949783087,0.04455571621656418,-0.10690999776124954
0.0430000014603138,0.003659999929368496,0.051843561232089996,-0.10993000119924545
0.04899999871850014,0.006120000034570694,0.05273812636733055,-0.11292000114917755
0.054999999701976776,0.0038999998942017555,0.04404978081583977,-0.11588999629020691
0.061000000685453415,0.0014400000218302011,0.03643086180090904,-0.11879000067710876
0.06700000166893005,0.0006060000159777701,0.03406354412436485,-0.12159000337123871
0.0729999989271164,0.003000000026077032,0.03442544862627983,-0.12424000352621078
0.07900000363588333,0.005810000002384186,0.03290469944477081,-0.12661999464035034
0.08500000089406967,0.0036200000904500484,0.029886825010180473,-0.12873999774456024
0.09099999815225601,-0.0007169999880716205,0.02552928775548935,-0.1305299997329712
0.09700000286102295,-0.0014900000533089042,0.02146439254283905,-0.13190999627113342
0.10300000011920929,0.0005849999724887311,0.019751600921154022,-0.13278000056743622
0.10899999737739563,0.00203999993391335,0.022203870117664337,-0.13297000527381897
0.11500000208616257,0.002259999979287386,0.027114657685160637,-0.13242000341415405
0.12099999934434891,0.004459999967366457,0.030596472322940826,-0.13106000423431396
0.12700000405311584,0.007439999841153622,0.032511260360479355,-0.12883000075817108
0.13300000131130219,0.004019999876618385,0.032925158739089966,-0.1256600022315979
0.13899999856948853,-0.004040000028908253,0.033297259360551834,-0.1214900016784668
0.14499999582767487,-0.006579999811947346,0.03227807581424713,-0.11638999730348587
0.1509999930858612,-0.0020600000862032175,0.028198016807436943,-0.11044999957084656
0.15700000524520874,0.0016299999551847577,0.017497630789875984,-0.10380999743938446
0.16300000250339508,-0.00039000000106170774,-0.0004120170196983963,-0.09661000221967697
0.16899999976158142,-0.003100000089034438,-0.020057199522852898,-0.08902999758720398
0.17499999701976776,-0.0006339999963529408,-0.033948056399822235,-0.08137000352144241
0.1809999942779541,0.00279999990016222,-0.04047997668385506,-0.07387000322341919
0.18700000643730164,0.002749999985098839,-0.04154888167977333,-0.06678000092506409
0.19300000369548798,0.0015200000489130616,-0.04153724014759064,-0.060339998453855515
0.19900000095367432,-0.0005380000220611691,-0.04280165582895279,-0.05471999943256378
0.20499999821186066,-0.003920000046491623,-0.045019447803497314,-0.050200000405311584
0.210999995470047,-0.006630000192672014,-0.04964101314544678,-0.046799998730421066
0.21699999272823334,-0.006909999996423721,-0.051748499274253845,-0.04458000138401985
0.22300000488758087,-0.0035699999425560236,-0.04978989437222481,-0.04351000115275383
0.2290000021457672,-0.0009919999865815043,-0.04603154584765434,-0.043480001389980316
0.23499999940395355,-0.004490000195801258,-0.04258110746741295,-0.04442000016570091
0.2409999966621399,-0.006300000008195639,-0.032616812735795975,-0.04608000069856644
0.24699999392032623,0.0018599999602884054,-0.013145764358341694,-0.048179998993873596
0.2529999911785126,0.009720000438392162,0.010202395729720592,-0.05048000067472458
0.2590000033378601,0.004730000160634518,0.02796199731528759,-0.052730001509189606
0.26499998569488525,-0.0047599999234080315,0.03669500723481178,-0.054760001599788666
0.2709999978542328,-0.0037400000728666782,0.038969747722148895,-0.05631000176072121
0.2770000100135803,0.0022299999836832285,0.034834377467632294,-0.05722999945282936
0.28299999237060547,0.0011899999808520079,0.029469594359397888,-0.05741000175476074
0.289000004529953,-8.440000237897038e-05,0.027368612587451935,-0.05683000013232231
0.29499998688697815,0.004269999917596579,0.031931258738040924,-0.05559999868273735
0.3009999990463257,0.005379999987781048,0.04090266302227974,-0.053780000656843185
0.3070000112056732,0.0023900000378489494,0.05317659676074982,-0.051500000059604645
0.31299999356269836,0.0016499999910593033,0.07315149903297424,-0.04893999919295311
0.3190000057220459,0.001500000013038516,0.10512346029281616,-0.04628000035881996
0.32499998807907104,0.0019199999514967203,0.12155559659004211,-0.04377000033855438
0.3310000002384186,0.00494999997317791,0.053860004991292953,-0.041600000113248825
0.3370000123977661,0.0024999999441206455,-0.1452365517616272,-0.039889998733997345
0.34299999475479126,-0.011479999870061874,-0.4019313156604767,-0.038750000298023224
0.3490000069141388,-0.02363000065088272,-0.5430878400802612,-0.03819999843835831
0.35499998927116394,-0.01800999976694584,-0.4598451554775238,-0.038270000368356705
0.3610000014305115,-0.002749999985098839,-0.2255007028579712,-0.03889000043272972
0.367000013589859,0.004660000093281269,-0.014909565448760986,-0.03994999825954437
0.37299999594688416,0.003719999920576811,0.07384849339723587,-0.041280001401901245
0.3790000081062317,0.0013299999991431832,0.0736851617693901,-0.042649999260902405
0.38499999046325684,0.0009180000051856041,0.054032593965530396,-0.04391000047326088
0.39100000262260437,0.004800000227987766,0.04148072376847267,-0.04481999948620796
0.3970000147819519,0.006029999814927578,0.0291141327470541,-0.04521999880671501
0.40299999713897705,-0.0017600000137463212,0.018275313079357147,-0.04493999853730202
0.4090000092983246,-0.0065899998880922794,0.014061180874705315,-0.043880000710487366
0.41499999165534973,0.00035099999513477087,0.014829609543085098,-0.04197999835014343
0.42100000381469727,0.006380000151693821,0.017914624884724617,-0.039250001311302185
0.4269999861717224,0.002899999963119626,0.023995399475097656,-0.035739999264478683
0.43299999833106995,0.00171999994199723,0.02926226705312729,-0.03156000003218651
0.4390000104904175,0.00953999999910593,0.03167956322431564,-0.026890000328421593
0.4449999928474426,0.011389999650418758,0.025565890595316887,-0.021970000118017197
0.45100000500679016,-9.029999637277797e-05,0.008866694755852222,-0.016990000382065773
0.4569999873638153,-0.00810999982059002,-0.01125908549875021,-0.012199999764561653
0.46299999952316284,-0.003659999929368496,-0.027167286723852158,-0.007819999940693378
0.4690000116825104,0.0023900000378489494,-0.031193049624562263,-0.004110000096261501
0.4749999940395355,0.0037400000728666782,-0.018471788614988327,-0.001290000043809414
0.48100000619888306,0.001970000099390745,0.006129222922027111,0.0004910000134259462
0.4869999885559082,-0.0028899998869746923,0.029829882085323334,0.0011500000255182385
0.49300000071525574,-0.007400000002235174,0.038665398955345154,0.0006230000290088356
0.49900001287460327,-0.004920000210404396,0.030859487131237984,-0.00107999995816499
0.5049999952316284,0.0029100000392645597,0.017462382093071938,-0.003930000122636557
0.5109999775886536,0.004910000134259462,0.01344058196991682,-0.007790000177919865
0.5170000195503235,-0.0009660000214353204,0.01821434497833252,-0.012500000186264515
0.5230000019073486,-0.0021100000012665987,0.022815890610218048,-0.017839999869465828
0.5289999842643738,0.0035699999425560236,0.016848435625433922,-0.023509999737143517
0.5350000262260437,0.0037400000728666782,0.004779649432748556,-0.02928999997675419
0.5410000085830688,-0.002940000034868717,-0.00785309448838234,-0.034860000014305115
0.546999990940094,-0.006659999955445528,-0.018927212804555893,-0.03994999825954437
0.5529999732971191,-0.0038499999791383743,-0.03142133355140686,-0.044280000030994415
0.5590000152587891,-0.0004180000105407089,-0.04816310107707977,-0.04757000133395195
0.5649999976158142,-0.0030900000128895044,-0.0703524500131607,-0.049630001187324524
0.5709999799728394,-0.007550000213086605,-0.08868084847927094,-0.05031000077724457
0.5770000219345093,-0.0047900001518428326,-0.09080424904823303,-0.0494999997317791
0.5830000042915344,0.0008709999965503812,-0.07260475307703018,-0.04718000069260597
0.5889999866485596,0.0002010000025620684,-0.04392431676387787,-0.04340000078082085
0.5950000286102295,-0.003379999892786145,-0.016912361606955528,-0.03826000168919563
0.6010000109672546,-0.002099999925121665,0.0040468196384608746,-0.031980000436306
0.6069999933242798,0.0013200000394135714,0.02026650309562683,-0.024809999391436577
0.6129999756813049,0.0013599999947473407,0.03079373389482498,-0.0170499999076128
0.6190000176429749,0.0027199999894946814,0.034502457827329636,-0.009100000374019146
0.625,0.007139999885112047,0.032078199088573456,-0.0013099999632686377
0.6309999823570251,0.004939999897032976,0.026905180886387825,0.005900000222027302
0.6370000243186951,-0.0013000000035390258,0.02158425934612751,0.012160000391304493
0.6430000066757202,0.0007999999797903001,0.017675066366791725,0.017149999737739563
0.6489999890327454,0.004490000195801258,0.016032077372074127,0.02054000087082386
0.6549999713897705,-0.00024399999529123306,0.01638626679778099,0.022140000015497208
0.6610000133514404,-0.0030900000128895044,0.0162455253303051,0.02184000052511692
0.6669999957084656,0.002859999891370535,0.015398760326206684,0.01962999999523163
0.6729999780654907,0.006130000110715628,0.014929357916116714,0.01558000035583973
0.6790000200271606,0.0007350000087171793,0.016607969999313354,0.009909999556839466
0.6850000023841858,-0.0022799998987466097,0.019111815840005875,0.0028899998869746923
0.6909999847412109,0.0027699999045580626,0.020356914028525352,-0.005049999803304672
0.6970000267028809,0.005969999823719263,0.020244698971509933,-0.01348000019788742
0.703000009059906,0.0036899999249726534,0.0198078416287899,-0.021929999813437462
0.7089999914169312,0.0030400000978261232,0.020362883806228638,-0.029899999499320984
0.7149999737739563,0.00419999985024333,0.020505597814917564,-0.03691999986767769
0.7210000157356262,0.004889999981969595,0.020137952640652657,-0.04255999997258186
0.7269999980926514,0.006940000224858522,0.018800415098667145,-0.046470001339912415
0.7329999804496765,0.00803999975323677,0.01697426289319992,-0.04843999817967415
0.7390000224113464,0.006839999929070473,0.015286548994481564,-0.04836000129580498
0.7450000047683716,0.006649999879300594,0.015465147793293,-0.04623999819159508
0.7509999871253967,0.006479999981820583,0.01891147531569004,-0.04225999861955643
0.7570000290870667,0.004269999917596579,0.025449955835938454,-0.03669999912381172
0.7630000114440918,0.0027099999133497477,0.03285668045282364,-0.029929999262094498
0.7689999938011169,0.002959999954327941,0.03706364706158638,-0.022450000047683716
0.7749999761581421,0.0016499999910593033,0.03704056143760681,-0.014770000241696835
0.781000018119812,-0.0012000000569969416,0.03392314165830612,-0.007459999993443489
0.7870000004768372,-0.0004290000069886446,0.03133110702037811,-0.0010300000431016088
0.7929999828338623,0.0019099999917671084,0.029747221618890762,0.004050000105053186
0.7990000247955322,0.0004079999926034361,0.028972012922167778,0.007430000230669975
0.8050000071525574,0.0014100000262260437,0.027357421815395355,0.008860000409185886
0.8109999895095825,0.007199999876320362,0.025714211165905,0.008229999803006649
0.8169999718666077,0.0064500002190470695,0.0243033766746521,0.00558000011369586
0.8230000138282776,0.0005130000063218176,0.0241471566259861,0.0010900000343099236
0.8289999961853027,0.0009219999774359167,0.023526933044195175,-0.004939999897032976
0.8349999785423279,0.0035099999513477087,0.023939862847328186,-0.012040000408887863
0.8410000205039978,0.0004529999860096723,0.027551865205168724,-0.019710000604391098
0.847000002861023,-0.0017000000225380063,0.032902881503105164,-0.027400000020861626
0.8529999852180481,0.003379999892786145,0.03575756028294563,-0.03460000082850456
0.859000027179718,0.009329999797046185,0.03353235870599747,-0.040789999067783356
0.8650000095367432,0.010040000081062317,0.027399549260735512,-0.04552999883890152
