0.63,-0.06941,0.00594,,
0.631,-0.06301,0.00494,,
0.632,-0.05626,0.00378,,
0.633,-0.04929,0.00256,,
0.634,-0.04224,0.00136,,
0.635,-0.03538,2.61E-04,,
0.636,-0.02877,-6.45E-04,,
0.637,-0.02252,-0.0013,,
0.638,-0.01672,-0.00165,,
0.639,-0.01143,-0.00169,,
0.64,-0.00682,-0.00142,,
0.641,-0.00284,-8.72E-04,,
0.642,5.02E-04,-1.08E-04,,
0.643,0.00322,8.00E-04,,
0.644,0.00531,0.00176,,
0.645,0.00672,0.00269,,
0.646,0.00756,0.00349,,
0.647,0.00789,0.00409,,
0.648,0.00776,0.00444,,
0.649,0.00721,0.00449,,
0.65,0.00622,0.00424,,
0.651,0.00492,0.0037,,
0.652,0.0034,0.00291,,
0.653,0.00173,0.00194,,
0.654,-2.11E-05,8.55E-04,,
0.655,-0.00183,-2.44E-04,,
0.656,-0.00358,-0.00128,,
0.657,-0.00517,-0.00216,,
0.658,-0.00653,-0.00283,,
0.659,-0.00758,-0.00323,,
0.66,-0.00833,-0.00332,,
0.661,-0.00871,-0.00309,,
0.662,-0.00871,-0.00256,,
0.663,-0.00832,-0.00176,,
0.664,-0.00754,-7.45E-04,,
0.665,-0.00646,4.17E-04,,
0.666,-0.00513,0.00165,,
0.667,-0.00365,0.00286,,
0.668,-0.00208,0.00399,,
0.669,-4.82E-04,0.00495,,
0.67,0.00104,0.00568,,
0.671,0.00241,0.00613,,
0.672,0.00358,0.00628,,
0.673,0.00454,0.00613,,
0.674,0.00528,0.00568,,
0.675,0.00585,0.00497,,
0.676,0.00629,0.00406,,
0.677,0.00669,0.003,,
0.678,0.00713,0.00186,,
0.679,0.0077,7.35E-04,,
0.68,0.0085,-3.08E-04,,
0.681,0.0096,-0.0012,,
0.682,0.01106,-0.00187,,
0.683,0.01291,-0.00229,,
0.684,0.01508,-0.00243,,
0.685,0.01752,-0.00228,,
0.686,0.02012,-0.00185,,
0.687,0.02275,-0.00118,,
0.688,0.02523,-3.25E-04,,
0.689,0.02737,6.68E-04,,
0.69,0.02895,0.00172,,
0.691,0.0298,0.00277,,
0.692,0.02978,0.00374,,
0.693,0.0288,0.00458,,
0.694,0.02681,0.00524,,
0.695,0.02383,0.0057,,
0.696,0.01997,0.00594,,
0.697,0.01541,0.00597,,
0.698,0.01038,0.00581,,
0.699,0.00518,0.0055,,
0.7,1.46E-04,0.00508,,
0.701,-0.00437,0.00461,,
0.702,-0.00805,0.00413,,
0.703,-0.01059,0.00369,,
0.704,-0.01181,0.00332,,
0.705,-0.01149,0.00305,,
0.706,-0.00963,0.00289,,
0.707,-0.00627,0.00284,,
0.708,-0.00159,0.0029,,
0.709,0.0041,0.00304,,
0.71,0.01046,0.00323,,
0.711,0.01704,0.00345,,
0.712,0.02336,0.00367,,
0.713,0.02895,0.00388,,
0.714,0.03332,0.00406,,
0.715,0.0361,0.0042,,
0.716,0.03698,0.00431,,
0.717,0.03578,0.0044,,
0.718,0.03246,0.00448,,
0.719,0.02712,0.00458,,
0.72,0.01999,0.00471,,
0.721,0.01148,0.00489,,
0.722,0.00204,0.00512,,
0.723,-0.00779,0.00541,,
0.724,-0.01741,0.00576,,
0.725,-0.02623,0.00614,,
0.726,-0.03372,0.00654,,
0.727,-0.03946,0.00694,,
0.728,-0.04311,0.00731,,
0.729,-0.04447,0.00763,,
0.73,-0.04352,0.00786,,
0.731,-0.0404,0.00802,,
0.732,-0.03541,0.00807,,
0.733,-0.02892,0.00804,,
0.734,-0.0214,0.00793,,
0.735,-0.01341,0.00774,,
0.736,-0.00555,0.00752,,
0.737,0.00166,0.00728,,
0.738,0.00778,0.00705,,
0.739,0.01248,0.00684,,
0.74,0.01553,0.00668,,
0.741,0.01685,0.00657,,
0.742,0.0165,0.00653,,
0.743,0.01469,0.00653,,
